elapse,timeToServe,timeOfInvoke
19194481940,13727,120924521
19213543861,72235,119748806
19214450064,77675,120579629
19223719524,79244,120047071
19244321550,62794,120517748
19264155003,32510,120665927
19264174167,46818,120678985
19274074033,49863,119471877
19284175339,80103,119563658
19284224974,103697,119637822
19284289669,54060,119756263
19294212023,67169,119488359
19294245062,68729,119581257
19314046288,37831,119449401
19323262417,84071,118328584
19364276559,38302,119914642
19384231009,37653,120026762
19384251982,43494,120054907
19393885473,71709,119738092
19414697233,99613,120386734
19423732794,176527,119447565
19423745492,213989,119420902
19432929861,625828,118252372
19493943026,86777,119759776
19493958767,80990,119818894
19503704561,27383,119417483
19513727745,50365,119788337
19533775098,759185,118993731
19553198362,85359,120226436
19574477922,131260,120420664
19584347332,72674,120495150
19584364366,83787,120505425
19584378534,173144,120428848
19603435692,34177,119456143
19614709095,18197,120654965
19615683445,40137,121563101
19623628303,33655,119823906
19623644789,12959,119885268
19632774419,331641,118984364
19643488034,43737,119349654
19664060063,46320,120294742
19664072802,52583,120331819
19664075603,74312,120297021
19664109435,86319,120318466
19694514317,23217,119990829
19704025014,11640,119613032
19714237738,46227,120568519
19724450853,12740,120944241
19733901872,1032018,118094386
19743110846,48339,119423063
19754222877,66773,121397561
19783208962,28782,119051043
19783234105,28374,119082048
19793805146,65551,120406362
19793849743,65558,120411428
19813493284,23050,118897134
19813844295,30297,119231671
19813885187,57810,119244826
19822997398,9843,118920324
19833554788,424877,119235315
19844922421,67677,120322328
19844940141,83467,120347664
19863301649,27815,120157525
19893704973,46283,120695142
19893731580,49520,120705925
19903759218,28747,120507301
19914630229,54344,120678613
19923414761,157580,119819109
19933869895,381294,119941543
19974007178,49436,120100644
19983593133,26324,120240231
19993488761,102814,118928966
20004370264,68365,120395657
20004386179,98881,120361333
20014403912,39932,120645252
20023053586,40498,119290090
20033459354,842622,118751671
20083932346,129046,119017334
20094284870,168455,120143650
20094334204,143815,120235159
20103623871,42151,119984343
20134067848,518534,119632454
20134095023,520211,119674245
20143751564,71122,120598106
20143765644,77388,120649212
20153086591,29164,119567485
20153097151,33807,119578938
20174029380,41603,119810329
20183264946,54476,119390928
20183423718,70796,119525519
20204075241,141368,119998197
20214305366,86839,119904327
20223883134,15129,120229775
20233603397,541616,119722422
20233755553,595723,119802673
20233799638,618314,119852982
20243918420,44111,119673258
20244013908,48771,119778787
20244026223,83252,119775238
20253576782,20144,119459780
20262809719,10695,118984858
20262833506,46127,118953490
20262891008,46518,119008036
20273893048,16306,120754813
20273938776,14116,120822408
20273975400,19585,120838392
20283573302,105250,119948648
20293611719,10598622,119511415
20303540799,19954718,120028250
20303587286,19885326,120202729
20323270337,108745,119080367
20333393525,633601,118984208
20354051558,193181,120182006
20354068547,180752,120252419
20354074746,9793529,120396060
20403535192,67367,119868022
20413984107,15830,120283285
20444328974,12359,110884755
20444342111,13083,110918797
20444367456,18319,110926269
20483909007,156748,119581789
20483923874,82789,119699521
20483929028,60321,119760774
20493343768,184995,119323257
20493380546,135272,119429667
20493410788,203771,119388272
20503611985,74921,120118115
20513356769,41596,119686076
20513410390,60256,119746247
20534152449,364298,119771117
20563940663,38680,119553207
20573315711,68834,118968081
20584137617,177733,119220688
20584172582,116594,119370096
20593274106,49770,119482869
20614725373,105578,121258054
20615727845,125603,122229859
20663519934,30311,119576034
20663579344,50490,119602744
20673669439,62548,119786462
20693653916,58587,120256133
20693793710,48831,120408921
20703081652,75827,118881260
20717417342,54419,124020298
20717544311,91840,124172846
20744459478,57210,120530231
20744726630,49157,120650830
20744906694,34964,121038951
20764074040,61757,120355005
20773281348,51164,119582229
20783770772,57623,120166666
20794053527,51302,120341379
20803198226,80221,119793859
20814314809,16195,120548153
20834292450,3174009,116645869
20834334827,3298830,116591304
20834359759,3146494,116777560
20854106322,72138,120404120
20854132691,132997,120328247
20863510204,540319,118462415
20914526194,70440,120457528
20924241186,68802,120975783
20943864247,68211,119446631
20953330619,78343,118945847
20953415815,74489,119041628
20964247206,28294,119785873
20964505558,21546,120021813
20973701004,44008,119533920
20982951383,42506,119410186
20983014833,37674,119469446
20983040954,47434,119499058
21004242335,117994,120036305
21033773743,30520786,119169235
21043093721,30201344,118756093
21063644784,49800095,119689632
21073649582,40340926,120226503
21073670450,40358300,120240529
21083836518,11004912,119415551
21093022497,84375,119218213
21093053624,34742,119309572
21114410266,102121,120927662
21123935590,6618,119666678
21143634501,72645,119452818
21143680660,121142,119447877
21163789888,16085,120658957
21203619909,23161,119734962
21214362282,55313,121187471
21223602375,95192,119980273
21234132313,693686,118951717
21234187266,742984,119001044
21243716481,18180,119738472
21253532259,101348,119385221
21253567329,122069,119366734
21253593050,194587,119324199
21263538420,73495,119789580
21263559661,75187,119819320
21284172908,86960,120319657
21324940884,39953355,121203819
21333158310,40754035,118528654
21343342783,28954170,119668582
21354248861,30083484,120539222
21354255334,547181,120058394
21354257771,10377213,120273456
21354260403,551216,120058001
21354273882,10151769,120515834
21373077012,23183,119426023
21373160046,18775,119525754
21383339018,13403,119741371
21383369864,6807,119812358
21404072780,104852,119718406
21404110278,55986,119847199
21424530654,56701,121431490
21424556970,45967,121449409
21475094860,23693,120775394
21475111962,21069,120814321
21483904623,24454,120296064
21483946585,60491,120306995
21493908515,137268,120624863
21493937075,140268,120703570
21513827686,42848,119592859
21523589982,49138,119435069
21523657568,106213,119442844
21543759573,86279,119159069
21554039024,75060,120126986
21563816363,68043,120824732
21573954830,73856,120734896
21603704947,69091,119722314
21603719518,72341,119736509
21623852127,59436,119770170
21623865215,107331,119812868
21633584334,291974,119427274
21653488369,92029,118330219
21653500287,112822,118383551
21653509400,147642,118297328
21664463881,23007,120689350
21673929242,74647,119837462
21685118342,33627,121220066
21685177943,28077,121315261
21704363215,136159,120486621
21704387216,111132,120562251
21734538474,310179,120686991
21744261649,28137,120327614
21744292431,16724,120350738
21744301075,6710,120417448
21764153158,57847,121000800
21774130638,26669,120603047
21783742064,47730,119270671
21794129233,41422,120160524
21803040969,23426,117780291
21823790206,52140,119367041
21823830345,89353,119383246
21883558433,59848,119339149
21883600752,39935,119400299
21883614800,78721,119389509
21893054182,27485,118883261
21893089064,23933,118940720
21903855525,37331,120064411
21903880513,46691,120094247
21923413936,49183,120291625
21923459855,68550,120372545
21923464330,90642,120359444
21934594656,1181345,118835936
21934660917,1043741,119072822
21953814397,105745,120080339
21953835404,80922,120104567
21984783147,59583,120795312
22014950856,95602,121733725
22014969134,45791,121860761
22024457055,58968,120521468
22054389203,65344,119676327
22054420658,98413,119681560
22054463878,68503,119751264
22064153637,134237,120005372
22074037804,36164,120143054
22084270986,49656,121302163
22084297627,61321,121306940
22104528034,25615,119687670
22104582279,43083,119748359
22104638444,28143,119788823
22124197772,61736,119532073
22134276334,483023,119262158
22134288288,466823,119302584
22144208598,7636,119687534
22144294621,14207,119755757
22154169790,96908,119751371
22154181068,70199,119807352
22164090444,69945,119547174
22173591672,77238,119135513
22184450913,15263,120208476
22203008882,11469,118672192
22203100982,35401,118689352
22203164701,14446,118810985
22215661798,66003,121219897
22223648068,110785,118942761
22223673053,88630,119003243
22223682133,149904,118954192
22243963993,93148,119680124
22253936654,13289,119620719
22263925137,123000,119592112
22263938725,121614,119615682
22263945152,169405,119573417
22273793310,17049,119581621
22283380628,6427,119227330
22283429326,11645,119276924
22283458840,51849,119280857
22283518878,14337,109876445
22303749339,10783018,119177937
22324394012,18602709,121319449
22324442517,9390545,121275222
22343763834,48075,120055211
22353584075,71136,119983278
22353599335,35137,120041123
22363563818,49561,119563243
22363597810,45554,119606729
22373612155,12675,119657161
22394327932,12545,120448725
22404735330,35609,121105802
22404774468,21988,121144648
22414534318,99944,120981998
22434187142,751310,118756512
22464127956,30758,120316426
22464146413,37236,120335807
22464151422,60453,120317992
22544222689,70126,119844321
22573924482,77482,120429904
22583487206,13332,119303873
22614166576,80762,119818717
22643886227,47937,119777632
22663386964,77733,119122110
22663399216,29704,119201336
22663401180,71859,119154575
22673674133,15639,119119700
22693880685,66618,119881117
22703756229,52391,120228948
22713828058,37985,119689335
22713864694,50292,119736626
22713879112,68185,119733243
22743700288,134573,119100789
22753552023,82711,119966436
22753619866,121466,119966824
22762791463,37359,118862374
22773937361,38397,120023674
22795017411,11861,121228797
22795148032,19469,121378868
22795169398,16269,121420756
22803643649,43343,120130138
22814971530,38547,120971276
22833988763,566536,119462886
22843683507,65531,120242256
22853485740,59334,118946662
22853573133,49525,119040104
22853579725,57149,119038897
22853581325,59915,119037742
22853607905,47061,119021967
22853613472,77021,118996945
22853615307,86574,118989376
22864185404,52809,120444906
22864213786,91339,120439756
22874226191,34282,120625337
22874234983,109095,120560527
22903447581,67475,120259396
22903502957,182611,120201604
22933867669,845646,118764316
22933929976,847558,118858344
22953817354,59194,119781272
22953848424,65042,119815204
22963011581,41715,119281267
22984943849,7636,120658531
22994096575,22999,119835625
23004020254,56623,119690774
23004028872,63321,119682502
23013893114,67278,119737947
23023895180,36866,120326769
23043729889,122261,119014939
23053802011,167999,119783569
23053809660,175487,119807544
23053821131,181691,119810427
23064197956,113606,120422561
23084425064,31686,121368721
23114549582,35005,120415190
23124716742,5740,120626152
23124780079,30335,120691191
23125090488,36945,120975535
23134250399,249040,120044237
23144100729,26535,120159356
23154166607,48377,120689432
23154218051,52966,120730224
23164081883,51860,120347776
23174151123,26766,120291771
23174173754,35487,120333703
23193092713,82803,119350526
23193128916,87090,119376464
23204160491,40822,119685491
23204173444,64191,119687899
23204185530,15359,119685339
23214488336,115405,119958398
23224059431,262678,119204371
23243939311,179312,119105143
23273681847,61807,119446531
23273692032,21361,119460263
23283265367,26631,119129143
23283288808,53470,119138377
23303548469,78384,119765007
23323837626,25595,119592515
23364506963,93696,120391701
23364524300,72134,120358034
23364535599,55092,120390222
23384216585,106047,120358144
23384286081,102207,120431377
23384384733,78993,120582919
23413662683,139221,119067849
23413735370,109145,119090931
23414122562,128870,119492367
23424841235,20855,121159854
23433307632,1148865,118169183
23433326883,936319,118415530
23444465842,44855,120642540
23474206951,64325,119562326
23483962393,14732,119384187
23493380653,50225,118745908
23493395480,58728,118735365
23504591842,217060,120135285
23504598987,231585,120137872
23514322435,51613,120716885
23514348700,65303,120739538
23524305820,95664,120085768
23524317853,91614,120145195
23524320552,138900,120065778
23543643969,69633,118743808
23543672760,76794,118784995
23543681619,90646,118778472
23564053019,85117,119519935
23613592666,25012,120135829
23633869747,240334,119460846
23633906634,283447,119526673
23643752156,19069,119408464
23653851572,30617,119951116
23653862136,35732,119948374
23663594457,15479,119893151
23663604693,20207,119903354
23674343692,43345,121267683
23683636579,20086,119536491
23693413553,77123,119254793
23693454429,84367,119286644
23714616366,81589,120484627
23734149337,320910,120217918
23744139919,96500,119727581
23753454499,61953,119512831
23753464157,67812,119524979
23773481046,40323,119604654
23773487473,42313,119606810
23773489958,37611,119614395
23793512770,26983,119076438
23804407722,78883,120723037
23824351540,74738,119486000
23824368845,63299,119478419
23834319570,774527,119620296
23844325985,158268,120703784
23863073420,55793,118873492
23874054950,20090,120512882
23874066307,38197,120506814
23883323054,48866,119071041
23883344050,97726,119039773
23883347701,91151,119054429
23893795402,9896,120281027
23903069390,107636,118550238
23903102245,128813,118580951
23915763600,11095,122113179
23923904518,57789,119438509
23923924333,36192,119493954
23923967410,77717,119476643
23933866525,569415,119038244
23943750262,40537,119289835
23943854238,35811,119431860
23973970550,71382,120063504
23983682371,15466,120491637
23983727837,8957,120635239
24003691005,57477,120313148
24014372184,21984,120512493
24033611483,1283021,117763768
24043302004,61325,119312764
24043351933,69117,119331845
24063784726,231985,119828541
24063796082,291854,119786624
24073344164,141741,120174936
24073387586,94665,120280560
24084019906,47798,119823874
24084036352,155390,119747855
24084044310,163318,119744588
24104801164,127003,121012715
24125033212,25927,121339520
24125320909,69849,121575310
24133666479,485038,119251133
24133795960,492846,119348729
24143367734,45290,119838083
24154355704,22091,120729449
24154452964,61017,120789151
24164373092,42035,120991574
24184313144,8538,120450102
24203497131,34715,119418368
24214415733,44984,120747728
24214820957,40167,121132415
24214838034,61022,121147286
24214858863,75377,121154628
24214898828,57997,121178726
24224481141,77644,119573908
24224516501,80738,119642076
24224584318,94309,119671353
24234287284,387358,120378876
24234319939,350288,120460371
24243688027,370261,118277716
24243701608,11726164,118472803
24253122970,177761,119267885
24263734696,20660,120333067
24273762041,4654,119320837
24273798288,44292,119351956
24284068998,56980,119721152
24284086571,120987,119684061
24303661100,20085165,119274772
24324240869,39355156,120553751
24333968449,10999482,119478116
24333987854,420737,119070264
24333992323,416573,119081296
24343741195,23359,119047046
24363463156,31615,119695559
24363512935,51149,119716196
24373603448,39222,120447248
24384257283,13704,120465624
24384292987,11122,120532531
24393576444,23818,119736339
24393616259,28270,119778764
24393618372,58709,119750883
24403345658,13851,119223431
24414978015,41298,120659049
24415052297,111433,120673461
24415079153,119879,120694960
24415568432,137707,121141406
24433656175,474689,119770271
24473836773,60137,119853575
24473904177,62872,119903760
24483127387,43225,119634415
24494230278,88460,120443272
24515011968,25624,121333268
24564226299,43195,120480508
24574515578,115437,120162627
24574560195,50813,120195531
24574566317,64532,120190172
24574568759,72019,120185467
24594389126,110557,120448650
24604197701,37679,121009016
24604213814,34141,121062330
24614652794,18868,120366817
24624330817,71461,120670370
24634014107,342993,119020400
24644236528,24535,120845084
24644250955,28616,120870809
24654127752,108771,119673793
24663513910,45617,119200543
24694015492,19781,119397497
24704023378,119862,119931218
24714553193,53575,120074226
24724028305,14445,119689360
24734233128,562018,118932647
24743808978,29885,119421634
24753842169,76630,119751166
24753854600,54514,119797254
24763599835,14647,119328690
24783837426,26375,120254418
24783861022,32760,120318501
24813669386,49122,119589626
24813685984,71346,119616264
24824423059,28926,120301620
24853672960,63571,119324669
24894509772,37867,121099546
24924109163,111194,119978149
24924161733,148502,120050073
24944272184,147263,119587374
24944299750,75342,119699823
24953900199,65866,119084410
24965141317,23586,121505082
24994281513,75234,120043263
24994328375,65695,120109713
25004094080,58663,120411369
25004100312,70067,120366283
25004103049,45727,120393829
25024055116,62517,119614943
25024066724,59192,119660966
25034048640,489854,119430451
25034061944,583580,119352895
25054078643,83702,119208247
25073919372,56576,119956845
25073933315,101986,119950400
25094215368,106734,120438555
25103814292,59759,119407670
25114029757,67503,119639638
25123645951,14635,119515801
25153687046,17797,119594522
25163627777,68280,119356731
25163650330,54212,119349557
25183291609,73455,119368779
25193994973,11970,119985978
25203302919,125778,119358857
25203347957,129222,119426970
25213652456,70312,119500631
25233671679,881982,118726925
25243962981,32889,120230392
25254513159,44971,121538690
25254531113,38119,121565055
25264337446,79716,119630621
25264345980,101424,119609022
25264350233,121030,119593224
25283370147,31308,119684090
25293413997,85017,120479577
25304228854,15981,120823923
25324472689,72671,121062266
25354119384,52420,120402085
25393793372,84962,119624905
25403926937,47074,120488105
25403959073,42023,120559757
25424139848,72057,119848373
25424158901,117635,119834278
25433975610,377241,119064900
25433991793,357057,119122703
25433996725,414010,119072974
25434001099,415701,119075943
25453609356,28163,119288159
25465325142,21308,120960104
25465351314,50598,121015462
25474019533,41871,119821050
25474135665,43752,119897158
25474253536,34799,120006084
25504779890,53904,120548432
25513654391,95095,119817270
25553186037,52283,119150056
25564262471,134382,120139891
25564274998,129055,120197729
25564283589,144519,120185276
25564286219,69826,120150019
25564287817,159254,120180964
25564310280,49414,120193957
25564315466,98854,120149424
25594109943,318669,119764015
25604774311,58344,120791773
25623451980,88543,118593954
25663315082,65536,119589769
25663329290,74278,119623746
25683936377,110751,119604190
25694570836,82995,120336950
25704271631,42430,120129010
25733901276,82215,119417345
25744453327,37018,120948713
25744532300,31534,121056219
25784100838,37460,120718158
25793942618,86795,119644968
25804024727,51748,119974796
25804075413,39052,120079319
25804128069,56178,120110585
25804135726,60561,120117325
25814414743,33495,119765148
25823803298,72347,119427398
25823843729,57243,119532029
25823912228,78487,119590102
25843790612,97731,120084743
25843810453,72220,120155209
25873543987,70337,119749714
25873634225,73059,119790140
25883887255,99843,120636319
25893894761,81829,120068607
25903495494,82571,119256875
25923298214,86996,119123440
25923327335,155320,119089333
25923332927,145086,119110961
25934065699,507289,119574426
25943913215,169743,119966720
25974247489,39031,120775045
25974274793,28283,120842195
25974286352,45751,120820436
25974289594,47585,120821760
25984453091,25671,120656808
25994842471,134915,121103659
25994929480,166811,121186534
26013773651,99203,119809127
26013832366,63694,119992031
26024355551,177132,120752140
26034259467,391666,119072322
26053256710,107740,119119553
26074023341,69326,120720926
26074050670,70523,120781356
26083861338,53677,120224456
26093525814,63251,119121801
26103769237,22126,119271980
26113970191,116062,118989148
26114005177,157455,119004053
26124021385,58418,120850086
26144195948,36882,119800737
26163735616,74651,119842401
26163800071,60790,119963131
26173838413,10380,120517948
26203959505,69351,119994366
26213909918,72454,120318122
26222721145,48088,118901579
26244517099,70086,120428006
26264388666,142458,120095847
26264411832,134013,120138395
26264435596,171058,120106805
26284418277,31650,120582956
26323421560,58280,119395119
26344595454,43831,121819627
26354145365,56541,120515372
26354153982,30356,120526108
26363426712,50697,118853351
26374257615,86584,119754082
26392973463,63464,118524910
26393008830,58765,118588178
26403430108,59286,118933611
26414354484,76461,119937667
26454120588,78068,119353243
26464161900,10379,119539215
26464175286,11680,119551776
26474040503,13166,119820998
26495126331,55192,120763048
26503207611,41263,118364174
26503240133,66626,118444013
26503247962,79872,118389773
26503251497,59806,118415386
26544003974,88923,119596498
26553509822,62225,119206571
26562911431,67298,118336419
26583679553,16474,119469099
26583730952,14552,119536069
26603791504,112797,119037503
26603815275,103412,119024574
26603830211,91004,119047503
26653613392,89462,119472179
26673517492,9561,119966762
26684323815,22489,121362853
26703565599,46990,119841150
26703602079,93198,119825890
26703612966,87908,119861899
26733535744,925496,119035807
26743745196,156722,118536236
26743826005,148028,118669785
26764049421,95965,120471625
26764071069,134730,120451119
26793982434,49028,120427348
26834482816,587540,120169272
26834553716,632129,120207091
26864145676,37063,120270276
26873570550,54845,120119494
26884123436,24877,119936127
26904657417,101006,120240158
26904706608,131557,120249692
26904738089,90443,120321486
26934149128,274698,119550329
26934169269,320193,119551355
26953861104,8027,119266882
26963778729,17423,119633013
26973926640,24279,120618475
26983829813,34672,119688714
27013980330,37892,119995069
27023630720,68119,118864944
27023642298,71157,118876934
27043220363,67338,119385567
27043238937,63774,119437945
27053469068,24187,119285777
27053478773,37009,119286825
27053510011,38865,119313835
27073912609,47661,119969042
27083745122,13777,119915879
27083770776,11357,119976886
27103449701,27400,119589763
27114553099,81012,120191427
27114588409,108940,120221267
27115185723,54183,120843171
27124566970,69903,120703158
27134086961,318088,120043135
27143180305,23025,119517307
27153535626,21762,119940126
27153545464,39310,119926510
27153555464,73046,119902498
27164198177,23387,120956863
27183681184,64707,119150310
27203919276,31937,120121501
27203936070,38254,120141697
27213795922,78434,119653675
27213856569,106485,119704544
27213861688,130041,119688189
27213864180,100778,119720394
27223190546,4689,119693958
27223230519,24889,119730984
27234230015,633051,118971231
27264045748,46447,120814436
27264058420,44810,120838334
27274021324,6186,120460994
27274041777,4111,120489339
27304031728,56182,120301296
27304047819,36648,120346278
27314104538,87255,120829267
27323502830,13666,119525281
27323515418,5217,119525532
27333519096,1087451,118486486
27333533282,1139891,118452722
27333543271,856499,118452652
27353839248,44069,119571211
27353864125,47877,119590080
27383790562,34332,119704450
27434500657,555322,119780749
27444203473,28550,120649037
27454163732,57730,120587801
27454185591,43353,120632304
27454225088,47259,120653068
27463489337,72939,118700676
27463522097,80294,118726680
27474723876,56772,120788620
27484504170,56744,120825999
27494916345,53348,120803065
27494970904,63396,120893651
27513659722,79490,119750716
27514329928,66747,120380350
27514340533,116700,120335855
27534249139,375679,120160763
27534278630,472763,120099254
27534305658,450400,120148744
27553836947,16696,119301117
27563286834,47615,119044633
27573930789,81728,119658957
27594156259,143276,119273904
27604640590,72398,120089331
27614092143,27285,119057722
27614120644,44430,119085454
27614858811,34704,119834536
27624254377,56030,120550895
27634101205,691415,119728922
27652967282,11816,118638045
27652992875,14650,118654871
27684898063,41305,121571824
27684937255,45693,121657056
27693965303,29012,119968941
27693992162,27467,120006977
27713940242,42015,119726256
27713962647,60831,119749128
27744385942,54979,120073830
27764323276,71738,120594207
27774264504,55160,121240637
27774364601,53106,121337247
27783899939,66880,119970255
27783953907,54269,120008847
27803872636,4571,118780490
27804014963,12551,118943874
27804035349,13280,118976705
27814464736,48164,120375219
27814569069,89378,120487192
27833674664,20041418,119646877
27863913918,40458147,119416414
27883607524,60379690,119179288
27893080107,60746752,118675393
27893241720,70306987,118892430
27903938339,59667923,119986273
27903968215,19714956,120001953
27925366155,39742155,121341112
27925465290,24996,121403771
27925502102,29742876,121471351
27934007407,4217611,115368169
27934101854,4289386,115377013
27954388304,19306761,120661374
27983035875,39946712,119017713
28003746237,29288028,120000639
28013810760,19312027,120579709
28013839275,9665613,120574040
28023521059,93995,119490160
28023537942,75829,119532174
28044180523,21520164,118727243
28044190175,11929459,118683952
28044193596,11922580,118693800
28053442162,20490837,119353968
28053472413,173504,119299392
28074270684,34714,119804064
28104171259,19460469,120975135
28124325860,29949131,120524411
28134609545,30822371,120750081
28173741355,17989,120234587
28183248529,15387,118397248
28194002594,87031,119652861
28194015819,93084,119675425
28203647342,116561,118869536
28203661457,91897,118951126
28203669635,142232,118869901
28203674275,178984,118840572
28233121226,382477,118306269
28243931795,27263,119534485
28253553363,181229,119009865
28263535868,21660,119410500
28284186708,62875,119809529
28284216450,56137,119817845
28284221594,38373,119851099
28315952121,18203,121848778
28315987474,25134,121947278
28315989769,38665,121939025
28324420800,36959,120718383
28334644383,520510,120387370
28343429011,69714,119762342
28374371762,9684,120740462
28383947869,35914,120359208
28383972550,34081,120400023
28383974794,32871,120377170
28384008590,40548,120423265
28384043331,50869,120423276
28393737131,60263,120126710
28393803113,75230,120197091
28402922911,59727,118667924
28402988842,55022,118755073
28424083366,36647,120621123
28434131043,1413289,118043260
28434165623,1586343,117941157
28434171219,1595314,117937111
28444180684,35161,119697532
28464126260,44565,120627668
28483766097,30394,119434870
28483825964,28329,119478459
28483840451,83564,119461000
28513831441,131387,119995489
28543826026,50133,119680090
28543833522,61017,119689273
28543845216,69544,119709826
28553718442,77712,119507401
28583880288,23399,119689508
28583898586,42231,119699304
28583903225,67208,119678975
28604184308,45638,120291424
28604231714,40182,120357830
28613937330,56360,120846721
28613966005,55581,120873103
28643558191,61135,119269186
28654017910,15358,119841215
28663539040,23483,119667265
28683173823,39034,119299369
28714467826,77673,120592746
28724036807,100281,119738403
28724061892,103843,119779870
28724072366,132513,119762082
28734517378,522602,120010335
28763916207,34087,120297621
28763925260,21079,120340363
28763931365,53746,120312836
28783827398,44609,120226701
28793852672,36168,118989885
28803552083,87164,120309278
28814559223,83329,121016377
28823711997,80816,119615008
28833984804,792623,118767273
28834007154,693505,118884772
28834014958,752899,118840099
28864002141,47132,119722590
28873760564,36627,119539340
28894004536,31872,120078462
28894033194,60299,120129295
28894051243,60529,120106191
28913848978,38789,119923335
28933935145,485239,118857733
28933950581,507859,118869339
28943483160,16808,119693506
28955239010,36482,121171042
28963797866,124607,119129060
28973333275,60577,119198394
28984900399,59272,120847217
29023145313,60770,119261527
29034110712,451147,120200245
29043601954,83823,118901165
29083066366,46242,119173488
29093450600,111178,119989389
29093470273,140810,120014120
29144338630,49027,121164426
29144355856,22216,121228832
29163215570,47608,119542744
29163229732,54940,119580739
29163246391,58043,119594137
29194088418,115917,119082671
29214392021,35343,120816019
29214497185,36312,120966554
29214501049,59863,120957521
29233774875,353958,118928278
29243001989,58388,119025060
29253930236,76474,119445383
29253935462,66050,119425099
29253976774,40217,119488090
29263870210,36898,119499466
29263898114,40765,119528559
29284588560,10369,121298331
29294940559,53015,120971147
29294987450,77377,120980189
29303731313,68646,120520409
29303740624,85644,120510170
29314397759,21932,120251567
29333882500,624177,119383141
29343754451,30081,120556036
29353183509,22435,119375890
29363653209,29773,120594752
29363708962,33894,120672196
29373134326,5480,119133679
29373174449,7058,119160892
29383665598,11123,119701531
29393656177,79317,120127240
29404210297,77469,119558489
29404266117,103609,119604002
29404275567,146540,119573423
29404359911,140758,119585255
29414604664,88469,119490176
29434724906,657625,120452441
29434743178,740496,120414520
29443360198,78873,118515301
29443370389,105783,118485167
29464304881,18169,120567770
29464345860,35373,120583336
29464494195,9374,111267748
29464505597,27399,111263882
29483997126,10466183,120307514
29504466519,14122,120708693
29504501754,20987,120754804
29504527166,24663,120768655
29513946814,72104,120246412
29523752147,42350,119286035
29523791492,13124,119403096
29533047651,697638,118351589
29533071122,700174,118379711
29533093352,709729,118385606
29564065944,42459,120615829
29573475378,52943,119011422
29573510367,70583,119079375
29584116672,29207,119578840
29594002064,18690,120147437
29623544665,27436,118841735
29623571988,42637,118891213
29623577088,70372,118837195
29634133265,309345,119825043
29653944304,46182,120819570
29653960134,37061,120849100
29663155103,87035,119546980
29663189248,76385,119540707
29663216216,131016,119506852
29694279648,52990,120712830
29704304642,36676,120111293
29714301333,8550,120241432
29723624366,79580,119711878
29733420140,420915,119967753
29743734608,17039,120143237
29752821356,29818,118703577
29763256414,50254,119212653
29803878345,99175,119400461
29814885873,79028,120462841
29823253565,166988,119085174
29823269305,194036,119083888
29834316969,543498,119904544
29834333715,538011,119981623
29864358738,43809,120591940
29883910435,174778,120471535
29883932133,148888,120528435
29883954542,145897,120544169
29883956357,115948,120596332
29894356883,57611,119911972
29904170177,74304,119922096
29904176999,84328,119961052
29904180036,85113,119927571
29904227751,103608,119911378
29914771195,105149,121007705
29923299404,20711,119382700
29943661643,12493,120375917
29943677502,23037,120386753
29953179090,84968,118787591
29953207594,80415,118862552
29983554955,84990,119130386
30033933955,1067648,119029635
30063393046,22928,119695669
30073611142,83142,120231501
30073680001,93618,120418577
30083887328,28883,119238563
30104516547,42386,120850553
30123467502,71050,119428070
30123496653,43229,119455578
30123568975,45633,119525574
30123578038,63923,119520001
30143601736,71014,119191563
30223307963,58507,118739815
30234121890,355680,118796705
30244512105,9455,120805448
30274091993,43846,119462087
30283499360,28630,118904324
30293733408,78867,119550939
30293749824,59561,119612044
30303203563,47528,118429689
30314388089,22090,120897719
30343054459,12536,119680483
30353807561,23485,119654653
30373999171,27983,119685830
30374012480,29949,119743648
30383642999,166722,118920030
30383662949,99724,119038991
30383778476,254932,118988687
30394120037,133011,119955543
30394142597,110092,120005502
30423868863,24493,120621885
30433497960,179167,118658315
30433530118,158570,118716783
30433622510,194806,118770587
30444796061,24355,120631091
30444841492,48772,120630897
30453641220,46962,119761857
30453669656,38575,119808855
30463561919,4973,120467219
30474474313,10315,120658014
30503194186,24554,119471024
30523494674,65190,119921444
30523525317,45564,120028752
30543598266,65335,119638109
30543616598,72335,119693705
30564531327,37131,119609797
30574007779,27266,120250789
30593882486,22335,119306821
30613497879,84381,119562635
30613879930,71845,119916602
30664129311,78424,120496226
30674071342,59984,120647770
30674098773,73454,120648613
30684252445,21239,119706856
30684312752,64357,119769463
30694148019,16552,120101093
30714283036,28024,120339808
30733874434,450840,119923088
30733919349,449123,119949030
30743350609,98312,119419007
30743391466,92467,119487829
30743397752,142990,119431253
30753982249,61793,120832047
30753997811,71150,120877294
30754003972,66661,120855854
30783565205,31778,119389643
30793450032,15422,119307759
30803804039,14211,119429070
30813756254,41107,119567031
30823774783,62538,119400478
30833758681,323693,119448603
30843769037,53152,120330308
30853663790,29679,119658762
30863626108,25412,120182922
30873117174,32399,119085836
30873130175,38674,119096862
30894124098,105401,120127646
30934402742,219711,120402207
30934427159,280200,120367999
30943695655,48055,119901823
30974329209,7274,120578838
30974368837,8164,120625749
30983997643,18271,120335783
30994507991,4352,121337548
31015458204,22571,121216747
31023919287,62587,120457148
31033414103,481449,119106145
31033476551,548783,119113699
31033590949,594391,119184057
31053088725,13197,118620464
31064328556,39096,120592952
